순번,대학(원),학과(부),학년,이수구분,학수번호,교과목명,교과목명(영문),담당교수,Teaching method,수업방법,시간표,학점,강의실
669,공과대학,전자공학과(야),4,전공선택,EPC6057002,제어시스템설계,CONTROL SYSTEM DESIGN,홍연찬,on and offline class,온라인(동영상)+오프라인," [SI433:월(야1),수(야1)(야2)]",3,제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]
670,공과대학,산업경영공학과,전학년,전공선택,0009062001,RISE,RISE,박기정,offline class,오프라인, [SI404:금(6)(7)(8)],3,제8호관 공과대학·도시과학대학-404 세미나실[SI404]
671,공과대학,산업경영공학과,전학년,전공선택,0009062041,RISE,RISE,김병수,offline class,오프라인, [SI404:토(2)(3)(4)],3,제8호관 공과대학·도시과학대학-404 세미나실[SI404]
672,공과대학,산업경영공학과,1,교양필수,XAA1359014,대학수학(2),CALCULUS(2),정유정,on and offline class,온라인(동영상)+오프라인, [SI483:수(5B-6)(7-8A)],3,제8호관 공과대학·도시과학대학-483 강의실(중)-4[SI483]
673,공과대학,산업경영공학과,1,교양필수,XAA1359015,대학수학(2),CALCULUS(2),,on and offline class,온라인(동영상)+오프라인, [SM107:수(7-8A)(8B-9)],3,제12호관 컨벤션센터-107 강의실[SM107]
674,공과대학,산업경영공학과,1,기초과학,0000102008,물리(2),PHYSICS(2),,online class,온라인(동영상)," [ZZ200:월(2B-3),수(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
675,공과대학,산업경영공학과,1,기초과학,0000102009,물리(2),PHYSICS(2),김말진,online class,온라인(동영상)," [ZZ200:월(2B-3),수(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
676,공과대학,산업경영공학과,1,기초과학,XAA1493002,대학화학,COLLEGE CHEMISTRY,오세영,on and offline class,온라인(동영상)+오프라인, [SI483:화(7)(8)(9)],3,제8호관 공과대학·도시과학대학-483 강의실(중)-4[SI483]
677,공과대학,산업경영공학과,1,기초과학,XAA1493003,대학화학,COLLEGE CHEMISTRY,오세영,on and offline class,온라인(동영상)+오프라인, [SI503:금(7)(8)(9)],3,제8호관 공과대학·도시과학대학-503 강의실(중)-6[SI503]
678,공과대학,산업경영공학과,1,전공기초,0009466001,기초프로그래밍,Basic Programming,양임석,online class,온라인(동영상), [ZZ200:목(3)(4)(5)],3,가상건물-200 온라인강의실[ZZ200]
679,공과대학,산업경영공학과,1,전공기초,0009466002,기초프로그래밍,Basic Programming,양임석,online class,온라인(화상), [ZZ200:목(7)(8)(9)],3,가상건물-200 온라인강의실[ZZ200]
680,공과대학,산업경영공학과,2,전공기초,EPG7026001,확률및통계(2),PROBABILITY AND STATISTICS(2),김연수,online class,온라인(동영상)," [ZZ200:월(5B-6),수(8B-9)]",3,가상건물-200 온라인강의실[ZZ200]
681,공과대학,산업경영공학과,2,전공필수,0009467001,제조시스템 공학,Manufacturing System Engineering,유우식,online class,온라인(동영상+화상)," [ZZ200:화(2B-3),목(7-8A)]",3,가상건물-200 온라인강의실[ZZ200]
682,공과대학,산업경영공학과,2,전공필수,EPG6701001,프로그래밍언어,PROGRAMMING LANGUAGE,김관호,online class,온라인(동영상+화상)," [ZZ200:화(5B-6),수(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
683,공과대학,산업경영공학과,2,전공선택,0010081001,인간공학적설계,ERGONOMICS OF PRODUCT DESIGN,박재현,online class,온라인(동영상)," [ZZ200:목(2)(3),토(9)]",3,가상건물-200 온라인강의실[ZZ200]
684,공과대학,산업경영공학과,2,전공선택,EPG6107001,품질경영,QUALITY MANAGEMENT,유재홍,online class,온라인(동영상)," [ZZ200:월(4-5A),금(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
685,공과대학,산업경영공학과,3,교양필수,XAA2026001,공학윤리,ENGINEERING ETHICS,김철홍,on and offline class,온라인(동영상)+오프라인," [SI583:월(2B-3),수(2B-3)]",3,제8호관 공과대학·도시과학대학-583 인간공학실험실[SI583]
686,공과대학,산업경영공학과,3,전공필수,0009468001,의사결정분석,Applied Decision Analysis,박기정,online class,온라인(화상)," [ZZ200:수(7-8A),금(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
687,공과대학,산업경영공학과,3,전공선택,0004935001,공정분석 및 개선,Process Analysis and Improvement,김병수,online class,온라인(동영상)," [ZZ200:화(5B-6),목(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
688,공과대학,산업경영공학과,3,전공선택,EPG6048001,실험계획법,DESIGN OF EXPERIMENTS,정영배,offline class,오프라인, [SI483:월(6)(7)(8)],3,제8호관 공과대학·도시과학대학-483 강의실(중)-4[SI483]
689,공과대학,산업경영공학과,3,전공선택,EPG7020001,산업컴퓨터응용,INDUSTRIAL APPLICATION OF COMPUTERS,김성균,offline class,오프라인, [SI401:화(7)(8)(9)],3,제8호관 공과대학·도시과학대학-401 컴퓨터실습실[SI401]
690,공과대학,산업경영공학과,3,전공선택,FE06064001,데이터마이닝,Data Mining,김연수,online class,온라인(동영상)," [ZZ200:목(5B-6),금(8B-9)]",3,가상건물-200 온라인강의실[ZZ200]
691,공과대학,산업경영공학과,4,전공필수,EPG7032001,시스템종합설계,CAPSTONE DESIGN,김재곤,online class,온라인(화상)," [ZZ200:월(7-8A),목(7-8A)]",3,가상건물-200 온라인강의실[ZZ200]
692,공과대학,산업경영공학과,4,전공선택,0007821001,서비스경영,SERVICE MANAGEMENT,김병수,online class,온라인(동영상)," [ZZ200:월(5B-6),수(5B-6)]",3,가상건물-200 온라인강의실[ZZ200]
693,공과대학,산업경영공학과,4,전공선택,EPG6096001,회계원리,PRINCIPLES OF ACCOUNTING,박영규,online class,온라인(동영상), [ZZ200:화(7)(8)(9)],3,가상건물-200 온라인강의실[ZZ200]
694,공과대학,산업경영공학과,4,전공선택,EPG7005001,공급망관리,SUPPLY CHAIN MANAGEMENT,남호기,online class,온라인(동영상), [ZZ200:금(2)(3)(4)],3,가상건물-200 온라인강의실[ZZ200]
695,공과대학,산업경영공학과,4,전공선택,EPG7016001,기업과안전,SAFETY IN COMPANY,문명국,online class,온라인(동영상), [ZZ200:수(1)(2)(3)],3,가상건물-200 온라인강의실[ZZ200]
696,공과대학,산업경영공학과(야),2,전공기초,EPG7026002,확률및통계(2),PROBABILITY AND STATISTICS(2),김연수,online class,온라인(동영상), [ZZ200:월(야3)(야4)(야5)],3,가상건물-200 온라인강의실[ZZ200]
697,공과대학,산업경영공학과(야),2,전공필수,0009467002,제조시스템 공학,Manufacturing System Engineering,유우식,online class,온라인(동영상+화상), [ZZ200:화(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
698,공과대학,산업경영공학과(야),2,전공필수,EPG6701002,프로그래밍언어,PROGRAMMING LANGUAGE,김관호,online class,온라인(동영상+화상), [ZZ200:수(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
699,공과대학,산업경영공학과(야),2,전공선택,0010081002,인간공학적설계,ERGONOMICS OF PRODUCT DESIGN,박재현,online class,온라인(동영상), [ZZ200:목(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
700,공과대학,산업경영공학과(야),2,전공선택,EPG6107002,품질경영,QUALITY MANAGEMENT,유재홍,online class,온라인(동영상), [ZZ200:금(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
701,공과대학,산업경영공학과(야),3,교양필수,XAA2026002,공학윤리,ENGINEERING ETHICS,김철홍,on and offline class,온라인(동영상)+오프라인, [SI583:수(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-583 인간공학실험실[SI583]
702,공과대학,산업경영공학과(야),3,전공필수,0009468002,의사결정분석,Applied Decision Analysis,박기정,online class,온라인(화상), [ZZ200:목(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
703,공과대학,산업경영공학과(야),3,전공선택,0004935002,공정분석 및 개선,Process Analysis and Improvement,김병수,online class,온라인(동영상)," [ZZ200:화(야4)(야5),목(야4)]",3,가상건물-200 온라인강의실[ZZ200]
704,공과대학,산업경영공학과(야),3,전공선택,EPG6048002,실험계획법,DESIGN OF EXPERIMENTS,정영배,offline class,오프라인, [SI483:월(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-483 강의실(중)-4[SI483]
705,공과대학,산업경영공학과(야),3,전공선택,EPG7020002,산업컴퓨터응용,INDUSTRIAL APPLICATION OF COMPUTERS,김성균,offline class,오프라인, [SI401:화(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-401 컴퓨터실습실[SI401]
706,공과대학,산업경영공학과(야),3,전공선택,FE06064002,데이터마이닝,Data Mining,김연수,online class,온라인(동영상), [ZZ200:금(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
707,공과대학,산업경영공학과(야),4,전공필수,EPG7032002,시스템종합설계,CAPSTONE DESIGN,김재곤,online class,온라인(화상), [ZZ200:월(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
708,공과대학,산업경영공학과(야),4,전공선택,0007821002,서비스경영,SERVICE MANAGEMENT,김병수,online class,온라인(동영상), [ZZ200:수(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
709,공과대학,산업경영공학과(야),4,전공선택,EPG6096002,회계원리,PRINCIPLES OF ACCOUNTING,박영규,online class,온라인(동영상), [ZZ200:화(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
710,공과대학,산업경영공학과(야),4,전공선택,EPG7005002,공급망관리,SUPPLY CHAIN MANAGEMENT,남호기,online class,온라인(동영상), [ZZ200:금(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
711,공과대학,산업경영공학과(야),4,전공선택,EPG7016002,기업과안전,SAFETY IN COMPANY,문명국,online class,온라인(동영상), [ZZ200:목(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
712,공과대학,안전공학과,전학년,전공선택,0009062007,RISE,RISE,김태완,online class,온라인(화상), [SI333:월(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-333 세미나실[SI333]
713,공과대학,안전공학과,전학년,전공선택,0009062008,RISE,RISE,이민철,on and offline class,온라인(동영상)+오프라인, [SI534:화(5)] [ZZ200:토(7)(8)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
714,공과대학,안전공학과,1,교양필수,XAA1359024,대학수학(2),CALCULUS(2),,online class,온라인(동영상), [SI534:목(5)(6)] [ZZ200:수(0)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
715,공과대학,안전공학과,1,전공기초,0002401002,물리(2),Physics(2),한강희,online class,온라인(동영상), [SI534:화(8B-9)] [ZZ200:수(7-8A)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
716,공과대학,안전공학과,2,전공필수,EI06054001,회로이론,CIRCUIT THEORY,장철,online class,온라인(동영상), [SI534:월(7-8A)(8B-9)],3,제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534]
717,공과대학,안전공학과,2,전공필수,EQB6091001,구조공학,STRUCTURE ANALYSIS ENGINEERING,오태근,online class,온라인(동영상), [SI534:목(1)(2)] [ZZ200:토(1)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
718,공과대학,안전공학과,2,전공선택,0004827001,재난관리론,Disaster Management,전찬기,online class,온라인(동영상), [ZZ200:목(7-8A)(8B-9)],3,가상건물-200 온라인강의실[ZZ200]
719,공과대학,안전공학과,2,전공선택,0006733001,원자력공학개론,Introduction to Nuclear Engineering,김태완,online class,온라인(동영상), [ZZ200:토(4)(5)(6)],3,가상건물-200 온라인강의실[ZZ200]
720,공과대학,안전공학과,2,전공선택,0006735001,안전과창업,Safety and Eentrepreneurship,이동호,on and offline class,온라인(동영상)+오프라인," [SI335:수(1),목(5)(6)]",3,제8호관 공과대학·도시과학대학-335 안전공학멀티미디어실[SI335]
721,공과대학,안전공학과,2,전공선택,EJ06031001,유체역학,FLUID MECHANICS,,online class,온라인(동영상), [SI534:금(5)(6)] [ZZ200:화(0)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
722,공과대학,안전공학과,2,전공선택,EQB6066001,연소공학,COMBUSTION ENGINEERING,이민철,online class,온라인(동영상), [SI534:수(5)(6)] [ZZ200:목(0)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
723,공과대학,안전공학과,3,전공필수,EPC607001,캡스턴디자인,CAPSTONE DESIGN,이민철,on and offline class,온라인(동영상)+오프라인," [SI534:화(6)(7),목(3)]",3,제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534]
724,공과대학,안전공학과,3,전공필수,EQB6030001,원자력안전공학,NUCLEAR POWER SAFETY ENGINEERING,김태완,online class,온라인(동영상), [SI534:토(2)(3)] [ZZ200:화(1)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
725,공과대학,안전공학과,3,전공선택,0006734001,공정안전관리 및 방폭공학,Process Safety Management & Explosion Protection Engineering,이중희,offline class,오프라인, [SI534:목(7-8A)(8B-9)],3,제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534]
726,공과대학,안전공학과,3,전공선택,0007830001,방재계획실무,Practice of Disaster prevention plan practice,이동호,on and offline class,온라인(동영상)+오프라인," [SI335:화(3),수(5)(6)]",3,제8호관 공과대학·도시과학대학-335 안전공학멀티미디어실[SI335]
727,공과대학,안전공학과,3,전공선택,EQB6002001,건설안전공학,CONSTRUCTION SAFETY ENGINEERING,오태근,online class,온라인(동영상), [SI534:수(7)(8)] [ZZ200:토(0)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
728,공과대학,안전공학과,3,전공선택,EQB6021001,산업안전법규,INDUSTRIAL SAFETY LAW,,online class,온라인(동영상), [SI534:금(2)(3)] [ZZ200:월(0)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
729,공과대학,안전공학과,4,전공선택,0004224001,건설시공학,Construction Engineering and Management,오태근,online class,온라인(동영상), [SI534:월(5)(6)] [ZZ200:수(4)],3,"제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534], 가상건물-200 온라인강의실[ZZ200]"
730,공과대학,안전공학과,4,전공선택,0009473001,소방시설및구조론,Fire fighting facilities and structure,심규형,offline class,오프라인, [SI534:화(2)(3)(4)],3,제8호관 공과대학·도시과학대학-534 강의실(중)-7[SI534]
731,공과대학,신소재공학과,전학년,전공선택,0009062002,RISE,RISE,명재하,offline class,오프라인," [SI306:수(7-8A),금(5B-6)]",3,제8호관 공과대학·도시과학대학-306 과세미나실-1[SI306]
732,공과대학,신소재공학과,1,교양필수,XAA1359005,대학수학(2),CALCULUS(2),함남우,on and offline class,온라인(동영상)+오프라인," [SF104:월(5B-6),목(7-8A)]",3,제5호관 자연과학대학·생명과학기술대학-104A 응용수학실습실[SF104]
733,공과대학,신소재공학과,1,기초과학,0002401001,물리(2),Physics(2),김말진,online class,온라인(동영상)," [ZZ200:월(7-8A),목(2B-3)]",3,가상건물-200 온라인강의실[ZZ200]
